date,districtKey,driftPermits,dualPermits,driftBoats,flags,notes
2017-06-15,ugashik,28,6,22,,
2017-06-15,nushagak,28,0,28,,
2017-06-15,togiak,5,,5,,
2017-06-16,naknek_kvichak,38,4,34,,
2017-06-16,egegik,117,19,98,,
2017-06-16,ugashik,30,6,24,,
2017-06-16,nushagak,37,2,35,,
2017-06-16,togiak,8,,8,,
2017-06-17,naknek_kvichak,39,4,35,,
2017-06-17,egegik,129,22,107,,
2017-06-17,ugashik,26,4,22,,
2017-06-17,nushagak,56,4,52,,
2017-06-17,togiak,10,,10,,
2017-06-18,naknek_kvichak,38,5,33,,
2017-06-18,egegik,153,27,126,,
2017-06-18,ugashik,31,5,26,,
2017-06-18,nushagak,57,26,31,,
2017-06-18,togiak,10,,10,,
2017-06-19,naknek_kvichak,84,14,70,,
2017-06-19,egegik,276,63,213,,
2017-06-19,ugashik,35,6,29,,
2017-06-19,nushagak,74,69,5,,
2017-06-19,togiak,12,,12,,
2017-06-20,naknek_kvichak,125,19,106,,
2017-06-20,egegik,303,66,237,,
2017-06-20,ugashik,43,8,35,,
2017-06-20,nushagak,155,134,21,,
2017-06-20,togiak,17,,17,,
2017-06-21,naknek_kvichak,132,18,114,,
2017-06-21,egegik,346,77,269,,
2017-06-21,ugashik,48,11,37,,
2017-06-21,nushagak,248,154,94,,
2017-06-21,togiak,20,,20,,
2017-06-22,naknek_kvichak,159,22,137,,
2017-06-22,egegik,380,82,298,,
2017-06-22,ugashik,56,13,43,,
2017-06-22,nushagak,444,186,258,,
2017-06-22,togiak,22,,22,,
2017-06-23,naknek_kvichak,163,21,142,,
2017-06-23,egegik,431,95,336,,
2017-06-23,ugashik,68,17,51,,
2017-06-23,nushagak,531,206,325,,
2017-06-23,togiak,22,,22,,
2017-06-24,naknek_kvichak,161,22,139,,
2017-06-24,egegik,457,101,356,,
2017-06-24,ugashik,75,18,57,,
2017-06-24,nushagak,593,216,377,,
2017-06-24,togiak,24,,24,,
2017-06-25,naknek_kvichak,169,23,146,,
2017-06-25,egegik,480,107,373,,
2017-06-25,ugashik,138,35,103,,
2017-06-25,nushagak,602,228,374,,
2017-06-25,togiak,25,,25,,
2017-06-26,naknek_kvichak,176,24,152,,
2017-06-26,egegik,496,113,383,,
2017-06-26,ugashik,173,47,126,,
2017-06-26,nushagak,609,228,381,,
2017-06-26,togiak,29,,29,,
2017-06-27,naknek_kvichak,183,25,158,,
2017-06-27,egegik,512,119,393,,
2017-06-27,ugashik,177,47,130,,
2017-06-27,nushagak,630,240,390,,
2017-06-27,togiak,34,,34,,
2017-06-28,naknek_kvichak,252,33,219,,
2017-06-28,egegik,482,111,371,,
2017-06-28,ugashik,184,48,136,,
2017-06-28,nushagak,629,244,385,,
2017-06-28,togiak,37,,37,,
2017-06-29,naknek_kvichak,272,37,235,,
2017-06-29,egegik,467,108,359,,
2017-06-29,ugashik,191,51,140,,
2017-06-29,nushagak,634,238,396,,
2017-06-29,togiak,37,,37,,
2017-06-30,naknek_kvichak,304,45,259,,
2017-06-30,egegik,473,110,363,,
2017-06-30,ugashik,198,51,147,,
2017-06-30,nushagak,636,244,392,,
2017-06-30,togiak,38,,38,,
2017-07-01,naknek_kvichak,309,45,264,,
2017-07-01,egegik,470,111,359,,
2017-07-01,ugashik,198,51,147,,
2017-07-01,nushagak,620,242,378,,
2017-07-01,togiak,40,,40,,
2017-07-02,naknek_kvichak,314,46,268,,
2017-07-02,egegik,473,112,361,,
2017-07-02,ugashik,198,51,147,,
2017-07-02,nushagak,575,210,365,,
2017-07-02,togiak,40,,40,,
2017-07-03,naknek_kvichak,331,47,284,,
2017-07-03,egegik,491,119,372,,
2017-07-03,ugashik,216,55,161,,
2017-07-03,nushagak,550,204,346,,
2017-07-03,togiak,41,,41,,
2017-07-04,naknek_kvichak,354,53,301,,
2017-07-04,egegik,504,123,381,,
2017-07-04,ugashik,229,57,172,,
2017-07-04,nushagak,548,196,352,,
2017-07-04,togiak,41,,41,,
2017-07-05,naknek_kvichak,379,59,320,,
2017-07-05,egegik,501,122,379,,
2017-07-05,ugashik,232,60,172,,
2017-07-05,nushagak,497,194,303,,
2017-07-05,togiak,41,,41,,
2017-07-06,naknek_kvichak,389,60,329,,
2017-07-06,egegik,484,117,367,,
2017-07-06,ugashik,230,60,170,,
2017-07-06,nushagak,471,186,285,,
2017-07-06,togiak,42,,42,,
2017-07-07,naknek_kvichak,437,73,364,,
2017-07-07,egegik,467,111,356,,
2017-07-07,ugashik,238,63,175,,
2017-07-07,nushagak,441,182,259,,
2017-07-07,togiak,42,,42,,
2017-07-08,naknek_kvichak,470,82,388,,
2017-07-08,egegik,442,109,333,,
2017-07-08,ugashik,249,65,184,,
2017-07-08,nushagak,409,178,231,,
2017-07-08,togiak,42,,42,,
2017-07-09,naknek_kvichak,508,90,418,,
2017-07-09,egegik,416,103,313,,
2017-07-09,ugashik,258,68,190,,
2017-07-09,nushagak,367,166,201,,
2017-07-09,togiak,43,,43,,
2017-07-10,naknek_kvichak,539,93,446,,
2017-07-10,egegik,416,104,312,,
2017-07-10,ugashik,284,71,213,,
2017-07-10,nushagak,362,154,208,,
2017-07-10,togiak,43,,43,,
2017-07-11,naknek_kvichak,560,98,462,,
2017-07-11,egegik,403,100,303,,
2017-07-11,ugashik,333,77,256,,
2017-07-11,nushagak,330,154,176,,
2017-07-11,togiak,43,,43,,
2017-07-12,naknek_kvichak,558,95,463,,
2017-07-12,egegik,385,100,285,,
2017-07-12,ugashik,329,76,253,,
2017-07-12,nushagak,282,152,130,,
2017-07-12,togiak,43,,43,,
2017-07-13,naknek_kvichak,577,102,475,,
2017-07-13,egegik,306,72,234,,
2017-07-13,ugashik,342,80,262,,
2017-07-13,nushagak,280,138,142,,
2017-07-13,togiak,43,,43,,
2017-07-14,naknek_kvichak,598,103,495,,
2017-07-14,egegik,381,103,278,,
2017-07-14,ugashik,381,92,289,,
2017-07-14,nushagak,273,134,139,,
2017-07-14,togiak,43,,43,,
2017-07-15,naknek_kvichak,599,104,495,,
2017-07-15,egegik,385,103,282,,
2017-07-15,ugashik,394,96,298,,
2017-07-15,nushagak,276,134,142,,
2017-07-15,togiak,43,,43,,
2017-07-16,naknek_kvichak,577,97,480,,
2017-07-16,egegik,391,104,287,,
2017-07-16,ugashik,409,99,310,,
2017-07-16,nushagak,290,130,160,,
2017-07-16,togiak,43,,43,,
