date,districtKey,driftPermits,dualPermits,driftBoats,flags,notes
2019-06-24,nushagak,861,207,654,,
2019-06-24,togiak,20,0,20,,
2019-06-25,naknek_kvichak,194,203,0,,
2019-06-25,egegik,368,79,289,,
2019-06-25,ugashik,20,4,16,,
2019-06-25,nushagak,849,203,646,,
2019-06-25,togiak,24,0,24,,
2019-06-26,naknek_kvichak,234,210,24,,
2019-06-26,egegik,385,85,300,,
2019-06-26,ugashik,26,5,21,,
2019-06-26,nushagak,856,210,646,,
2019-06-26,togiak,25,0,25,,
2019-06-27,naknek_kvichak,322,205,117,,
2019-06-27,egegik,394,88,306,,
2019-06-27,ugashik,26,5,21,,
2019-06-27,nushagak,840,205,635,,
2019-06-27,togiak,28,0,28,,
2019-06-28,naknek_kvichak,328,200,128,,
2019-06-28,egegik,408,89,319,,
2019-06-28,ugashik,28,5,23,,
2019-06-28,nushagak,829,200,629,,
2019-06-28,togiak,32,0,32,,
2019-06-29,naknek_kvichak,327,200,127,,
2019-06-29,egegik,428,94,334,,
2019-06-29,ugashik,36,6,30,,
2019-06-29,nushagak,833,200,633,,
2019-06-29,togiak,32,0,32,,
2019-06-30,naknek_kvichak,334,201,133,,
2019-06-30,egegik,450,103,347,,
2019-06-30,ugashik,41,7,34,,
2019-06-30,nushagak,834,201,633,,
2019-06-30,togiak,33,0,33,,
2019-07-01,naknek_kvichak,337,200,137,,
2019-07-01,egegik,449,102,347,,
2019-07-01,ugashik,45,8,37,,
2019-07-01,nushagak,834,200,634,,
2019-07-01,togiak,34,0,34,,
2019-07-02,naknek_kvichak,342,200,142,,
2019-07-02,egegik,450,103,347,,
2019-07-02,ugashik,45,8,37,,
2019-07-02,nushagak,832,200,632,,
2019-07-02,togiak,36,0,36,,
2019-07-03,naknek_kvichak,346,203,143,,
2019-07-03,egegik,452,103,349,,
2019-07-03,ugashik,49,10,39,,
2019-07-03,nushagak,840,203,637,,
2019-07-03,togiak,37,0,37,,
2019-07-04,naknek_kvichak,354,201,153,,
2019-07-04,egegik,453,104,349,,
2019-07-04,ugashik,46,9,37,,
2019-07-04,nushagak,827,201,626,,
2019-07-04,togiak,38,0,38,,
2019-07-05,naknek_kvichak,361,198,163,,
2019-07-05,egegik,452,104,348,,
2019-07-05,ugashik,47,10,37,,
2019-07-05,nushagak,814,198,616,,
2019-07-05,togiak,39,0,39,,
2019-07-06,naknek_kvichak,377,190,187,,
2019-07-06,egegik,456,105,351,,
2019-07-06,ugashik,50,11,39,,
2019-07-06,nushagak,792,190,602,,
2019-07-06,togiak,39,0,39,,
2019-07-07,naknek_kvichak,387,184,203,,
2019-07-07,egegik,460,107,353,,
2019-07-07,ugashik,54,12,42,,
2019-07-07,nushagak,763,184,579,,
2019-07-07,togiak,39,0,39,,
2019-07-08,naknek_kvichak,406,179,227,,
2019-07-08,egegik,452,104,348,,
2019-07-08,ugashik,55,12,43,,
2019-07-08,nushagak,740,179,561,,
2019-07-08,togiak,39,0,39,,
2019-07-09,naknek_kvichak,440,164,276,,
2019-07-09,egegik,450,103,347,,
2019-07-09,ugashik,55,12,43,,
2019-07-09,nushagak,699,164,535,,
2019-07-09,togiak,40,0,40,,
2019-07-10,naknek_kvichak,462,126,336,,
2019-07-10,egegik,441,102,339,,
2019-07-10,ugashik,62,14,48,,
2019-07-10,nushagak,592,126,466,,
2019-07-10,togiak,42,0,42,,
2019-07-11,naknek_kvichak,501,100,401,,
2019-07-11,egegik,430,102,328,,
2019-07-11,ugashik,69,17,52,,
2019-07-11,nushagak,522,100,422,,
2019-07-11,togiak,42,0,42,,
2019-07-12,naknek_kvichak,609,92,517,,
2019-07-12,egegik,427,102,325,,
2019-07-12,ugashik,77,18,59,,
2019-07-12,nushagak,481,92,389,,
2019-07-12,togiak,42,0,42,,
2019-07-13,naknek_kvichak,639,81,558,,
2019-07-13,egegik,467,119,348,,
2019-07-13,ugashik,89,22,67,,
2019-07-13,nushagak,414,81,333,,
2019-07-13,togiak,42,0,42,,
2019-07-14,naknek_kvichak,656,72,584,,
2019-07-14,egegik,456,119,337,,
2019-07-14,ugashik,89,22,67,,
2019-07-14,nushagak,358,72,286,,
2019-07-14,togiak,42,0,42,,
2019-07-15,naknek_kvichak,691,51,640,,
2019-07-15,egegik,563,150,413,,
2019-07-15,ugashik,81,22,59,,
2019-07-15,nushagak,284,51,233,,
2019-07-15,togiak,42,0,42,,
2019-07-16,naknek_kvichak,742,41,701,,
2019-07-16,egegik,617,162,455,,
2019-07-16,ugashik,65,15,50,,
2019-07-16,nushagak,250,41,209,,
2019-07-16,togiak,44,0,44,,
